Date,Product,Region,Sales_Channel,Unit_Price,Quantity_Sold,Discount,Revenue,COGS,Profit,Payment_Status,ProfitMargin,Month,MonthName,Year
12/2/2024,Dangote 3X Cement,Kano,Online,6256.68,88,0.13,549872.08,414934.22,134937.85,Pending,24.53986207,12,Dec,2024
12/16/2024,Dangote 42.5R Cement,Abuja,Online,5982.28,89,0.19,531411.32,413235.56,118175.76,Cash,22.23809609,12,Dec,2024
1/19/2024,Dangote Sulfate Resistant Cement,Ogun,Wholesale,7291.11,473,0.13,3444211.73,2732420.94,711790.79,Cash,20.66629016,1,Jan,2024
10/5/2024,Dangote 42.5R Cement,Rivers,Wholesale,6553.29,117,0.86,760141.01,597633.39,162507.62,Paid,21.378615,10,Oct,2024
12/1/2024,Dangote Sulfate Resistant Cement,Rivers,Wholesale,7299.34,243,2.67,1726380.77,1336789.75,389591.02,Cash,22.56692305,12,Dec,2024
6/22/2024,Dangote Premium Cement,Abuja,Online,6497.52,493,2.39,3126719.03,2272099.39,854619.64,Paid,27.33279299,6,Jun,2024
8/5/2024,Dangote 3X Cement,Abuja,Online,6495.1,112,1.64,715521,523848.05,191672.95,Paid,26.78788603,8,Aug,2024
6/16/2024,Dangote Sulfate Resistant Cement,Rivers,Retail,7102.62,238,0.5,1681971.44,1252044.13,429927.31,Cash,25.56091618,6,Jun,2024
1/22/2024,Dangote Sulfate Resistant Cement,Kano,Retail,6774.56,425,2.84,2797419.06,1979185.5,818233.56,Cash,29.24958837,1,Jan,2024
7/5/2024,Dangote Premium Cement,Lagos,Wholesale,6848.67,367,2.34,2454646.88,1726794.73,727852.15,Paid,29.65201048,7,Jul,2024
4/30/2024,Dangote Sulfate Resistant Cement,Rivers,Retail,7449.47,36,1.82,263300.03,202189.72,61110.3,Credit,23.20937829,4,Apr,2024
7/9/2024,Dangote 42.5R Cement,Lagos,Online,5937.7,207,1.19,1214477.56,929021.99,285455.57,Pending,23.50439229,7,Jul,2024
2/28/2024,Dangote 3X Cement,Ogun,Retail,6017.75,487,1.69,2881116.36,2092202.36,788914,Credit,27.38223318,2,Feb,2024
12/26/2024,Dangote 42.5R Cement,Ogun,Online,6085.58,489,3,2886573.16,2078384.16,808189.01,Pending,27.99821675,12,Dec,2024
2/7/2024,Dangote 42.5R Cement,Ogun,Online,6245.11,64,2.43,389974.64,310714.69,79259.96,Credit,20.32438827,2,Feb,2024
12/7/2024,Dangote Sulfate Resistant Cement,Lagos,Online,7042.17,476,0.9,3321904.26,2377654.72,944249.54,Pending,28.42494744,12,Dec,2024
7/4/2024,Dangote Premium Cement,Lagos,Wholesale,6792.07,141,2.37,934984.81,656946.88,278037.93,Credit,29.73716011,7,Jul,2024
8/27/2024,Dangote Premium Cement,Kano,Wholesale,6065.75,223,3,1312082.38,1012779.29,299303.09,Cash,22.8113032,8,Aug,2024
7/28/2024,Dangote 3X Cement,Ogun,Retail,6142.34,250,1.4,1514086.81,1138193.56,375893.25,Pending,24.82640015,7,Jul,2024
10/9/2024,Dangote Premium Cement,Ogun,Retail,6502.86,464,0.17,3012197.58,2145938.09,866259.49,Pending,28.75838875,10,Oct,2024
6/4/2024,Dangote Premium Cement,Ogun,Retail,6934.74,135,1.04,926453.53,735687.86,190765.67,Credit,20.59095938,6,Jun,2024
2/10/2024,Dangote Sulfate Resistant Cement,Ogun,Online,7456.35,160,0.38,1188482.54,867927.95,320554.59,Paid,26.97175425,2,Feb,2024
9/14/2024,Dangote Premium Cement,Kano,Online,6154.19,357,1.87,2155961.07,1703640.63,452320.44,Credit,20.97999107,9,Sep,2024
10/15/2024,Dangote 3X Cement,Lagos,Wholesale,5545.46,348,2.31,1885241.24,1369562.89,515678.35,Pending,27.35344098,10,Oct,2024
10/19/2024,Dangote 42.5R Cement,Kano,Online,5830.29,475,1.88,2717323.26,1980839.44,736483.83,Credit,27.10328362,10,Oct,2024
9/4/2024,Dangote Premium Cement,Abuja,Retail,6453.54,372,0.18,2396395.59,1782823.78,613571.81,Cash,25.60394505,9,Sep,2024
8/25/2024,Dangote Premium Cement,Rivers,Online,6143.67,461,2.16,2771055.66,2143189.8,627865.86,Credit,22.65800247,8,Aug,2024
7/23/2024,Dangote Premium Cement,Rivers,Online,6561.65,183,0.73,1192016.24,849016.18,343000.06,Cash,28.77478079,7,Jul,2024
5/6/2024,Dangote Premium Cement,Lagos,Wholesale,6290.21,216,2.59,1323495.41,981786.73,341708.68,Pending,25.81865244,5,May,2024
6/16/2024,Dangote Sulfate Resistant Cement,Ogun,Wholesale,6998.27,283,1.4,1952783.26,1538612.71,414170.55,Cash,21.20924316,6,Jun,2024
1/12/2024,Dangote 3X Cement,Abuja,Online,5957.23,143,0.65,846346.64,622309.81,224036.84,Paid,26.47104973,1,Jan,2024
5/24/2024,Dangote 42.5R Cement,Kano,Online,6472.52,166,1.61,1057139.86,829555.87,227583.99,Cash,21.52827631,5,May,2024
3/9/2024,Dangote Sulfate Resistant Cement,Rivers,Retail,6865.94,225,0.15,1542519.25,1166424.8,376094.44,Credit,24.38183122,3,Mar,2024
10/10/2024,Dangote Sulfate Resistant Cement,Lagos,Retail,7004.26,411,1.65,2831251.47,2215542.42,615709.05,Paid,21.74688672,10,Oct,2024
3/6/2024,Dangote 3X Cement,Abuja,Retail,6294.9,193,1.67,1194626.61,879914.94,314711.67,Pending,26.34393604,3,Mar,2024
4/11/2024,Dangote 42.5R Cement,Kano,Wholesale,5845.3,90,2.14,514818.95,401762.95,113056,Cash,21.96034159,4,Apr,2024
3/17/2024,Dangote Premium Cement,Rivers,Online,6318.53,221,2.97,1354922.19,1048617.56,306304.64,Credit,22.60680667,3,Mar,2024
10/30/2024,Dangote Sulfate Resistant Cement,Kano,Online,7032.34,382,1.69,2640954.5,1974085.12,666869.37,Paid,25.25107381,10,Oct,2024
7/7/2024,Dangote Sulfate Resistant Cement,Lagos,Retail,7083.7,427,2.7,2943071.92,2316815.39,626256.54,Paid,21.27900904,7,Jul,2024
11/1/2024,Dangote 42.5R Cement,Rivers,Online,6582.9,417,1.74,2697305.09,1949488.92,747816.18,Paid,27.72456786,11,Nov,2024
10/25/2024,Dangote 42.5R Cement,Ogun,Online,6429.03,337,2.32,2116318.38,1561883.25,554435.13,Pending,26.19809643,10,Oct,2024
1/17/2024,Dangote 3X Cement,Ogun,Wholesale,5941.04,234,0.45,1383947.44,1064324.82,319622.63,Cash,23.09499774,1,Jan,2024
9/13/2024,Dangote 42.5R Cement,Lagos,Online,5938.08,126,1.68,735628.35,588364.59,147263.76,Cash,20.01877171,9,Sep,2024
9/26/2024,Dangote 42.5R Cement,Rivers,Wholesale,6259.66,292,1.03,1808994.17,1330386.23,478607.94,Credit,26.45713004,9,Sep,2024
11/8/2024,Dangote 42.5R Cement,Ogun,Wholesale,6079.01,172,0.67,1038584.27,828053.96,210530.31,Credit,20.27089338,11,Nov,2024
5/27/2024,Dangote Premium Cement,Abuja,Retail,6479.8,306,2.8,1927299.87,1502408.38,424891.5,Credit,22.04594659,5,May,2024
5/27/2024,Dangote 3X Cement,Kano,Online,6043.19,478,2.94,2803718.66,2192053.08,611665.58,Pending,21.81622531,5,May,2024
5/28/2024,Dangote 3X Cement,Rivers,Online,5579.03,493,1.33,2713880.65,1969312.29,744568.36,Cash,27.43556022,5,May,2024
4/19/2024,Dangote Premium Cement,Kano,Retail,6933.02,376,0.81,2585700.31,1838232.94,747467.37,Pending,28.90773409,4,Apr,2024
5/4/2024,Dangote 3X Cement,Kano,Wholesale,6137.94,46,0.3,281498.2,206346.45,75151.76,Cash,26.69706591,5,May,2024
2/21/2024,Dangote Premium Cement,Lagos,Online,6977.91,100,1.22,689277.95,546944.27,142333.68,Cash,20.64967841,2,Feb,2024
9/1/2024,Dangote Premium Cement,Rivers,Retail,6285.42,50,2.72,305722.83,216741,88981.83,Pending,29.10539262,9,Sep,2024
9/30/2024,Dangote 3X Cement,Ogun,Retail,6382.24,110,2.8,682389.1,480152.16,202236.94,Cash,29.63660176,9,Sep,2024
9/10/2024,Dangote Premium Cement,Rivers,Wholesale,6009.27,310,1.81,1829155.69,1450237.83,378917.86,Credit,20.71545151,9,Sep,2024
5/25/2024,Dangote 42.5R Cement,Kano,Online,6293.91,500,0.4,3134367.18,2352095.79,782271.39,Credit,24.95787331,5,May,2024
4/8/2024,Dangote 3X Cement,Rivers,Wholesale,6231.12,351,0.77,2170282.27,1559608.04,610674.23,Credit,28.13800944,4,Apr,2024
5/31/2024,Dangote Premium Cement,Ogun,Online,6856.15,479,1.22,3244029.88,2409569.13,834460.75,Credit,25.72296745,5,May,2024
2/14/2024,Dangote 42.5R Cement,Lagos,Wholesale,6781.69,264,0.97,1772999.61,1285078.46,487921.14,Credit,27.5195289,2,Feb,2024
7/15/2024,Dangote Premium Cement,Abuja,Retail,6954.03,174,1.75,1188826.2,900283.5,288542.7,Credit,24.27122653,7,Jul,2024
11/30/2024,Dangote Sulfate Resistant Cement,Ogun,Wholesale,7167.79,258,0.92,1832276.35,1356876.97,475399.38,Credit,25.94583399,11,Nov,2024
12/19/2024,Dangote 3X Cement,Rivers,Retail,6114.63,132,2.87,783966.5,586264.41,197702.09,Cash,25.21818088,12,Dec,2024
11/6/2024,Dangote Sulfate Resistant Cement,Abuja,Online,7049.23,261,2.27,1798084.46,1402864.59,395219.86,Pending,21.98004981,11,Nov,2024
5/6/2024,Dangote 3X Cement,Kano,Retail,6028.17,205,0.23,1232932.57,932611,300321.57,Paid,24.35831264,5,May,2024
10/7/2024,Dangote Premium Cement,Kano,Online,6149.85,187,2.56,1120581.39,833918.8,286662.59,Pending,25.58159475,10,Oct,2024
10/25/2024,Dangote 42.5R Cement,Lagos,Online,6245.48,48,1.36,295705.99,222171.24,73534.75,Cash,24.86752128,10,Oct,2024
10/15/2024,Dangote 3X Cement,Kano,Retail,6172.77,177,2.17,1068871.3,790531.73,278339.57,Paid,26.04051302,10,Oct,2024
4/21/2024,Dangote 3X Cement,Lagos,Retail,5844.53,52,1.62,298992.13,211096.09,87896.04,Paid,29.39744267,4,Apr,2024
8/29/2024,Dangote 3X Cement,Rivers,Retail,5679.98,89,2.3,493891.3,394042.94,99848.36,Cash,20.21666711,8,Aug,2024
7/10/2024,Dangote 42.5R Cement,Abuja,Retail,6175.65,369,2.89,2212957.1,1742604.96,470352.14,Pending,21.25446264,7,Jul,2024
11/30/2024,Dangote Sulfate Resistant Cement,Lagos,Wholesale,7492.85,221,1.59,1629590.72,1259324.59,370266.13,Pending,22.72141866,11,Nov,2024
1/2/2024,Dangote 3X Cement,Rivers,Retail,6173.5,298,1.27,1816338.77,1340326.6,476012.18,Pending,26.20723556,1,Jan,2024
5/6/2024,Dangote 42.5R Cement,Rivers,Wholesale,6075.65,499,2.63,2952014.34,2292383.76,659630.58,Paid,22.3451008,5,May,2024
12/4/2024,Dangote 42.5R Cement,Kano,Wholesale,6040.67,54,0.3,325217.59,228744.27,96473.32,Paid,29.66423803,12,Dec,2024
5/5/2024,Dangote 3X Cement,Abuja,Retail,5734.34,131,2.26,734221.45,570935.27,163286.18,Pending,22.23936389,5,May,2024
9/14/2024,Dangote Sulfate Resistant Cement,Ogun,Online,7076.11,315,1.79,2189076,1679575.55,509500.46,Credit,23.27468119,9,Sep,2024
5/1/2024,Dangote Sulfate Resistant Cement,Ogun,Online,7021.25,231,0.9,1607311.57,1134915.89,472395.68,Pending,29.39042366,5,May,2024
11/16/2024,Dangote 42.5R Cement,Kano,Retail,5846.88,196,2.82,1113671.6,854335.63,259335.97,Credit,23.28657479,11,Nov,2024
12/22/2024,Dangote 42.5R Cement,Abuja,Wholesale,6099.89,114,2.26,679671.7,507953.93,171717.78,Pending,25.26481241,12,Dec,2024
6/2/2024,Dangote Premium Cement,Abuja,Wholesale,6562.39,233,1.67,1503501.95,1072612.24,430889.71,Pending,28.65907224,6,Jun,2024
5/10/2024,Dangote Premium Cement,Rivers,Online,6079.07,250,2.54,1481165.41,1050511.23,430654.17,Pending,29.07535965,5,May,2024
1/27/2024,Dangote Sulfate Resistant Cement,Abuja,Online,7104.97,40,2.62,276752.79,198934.43,77818.37,Pending,28.11836874,1,Jan,2024
9/2/2024,Dangote Premium Cement,Rivers,Retail,6957.02,27,0.64,186637.37,134192.71,52444.66,Paid,28.09976373,9,Sep,2024
9/2/2024,Dangote Premium Cement,Kano,Online,6204.51,488,0.72,3006000.71,2200877.99,805122.72,Credit,26.78384996,9,Sep,2024
7/13/2024,Dangote 42.5R Cement,Kano,Online,6159.26,153,1.08,932189.22,734827.23,197361.99,Cash,21.17188075,7,Jul,2024
2/20/2024,Dangote 42.5R Cement,Rivers,Wholesale,6170.7,231,0.14,1423436.1,1119402.22,304033.87,Pending,21.35915128,2,Feb,2024
1/9/2024,Dangote Sulfate Resistant Cement,Kano,Online,7079.14,233,0.89,1634759.61,1176404.37,458355.24,Pending,28.038082,1,Jan,2024
7/13/2024,Dangote Premium Cement,Abuja,Online,6654.61,370,1.01,2437337.42,1892192.94,545144.48,Cash,22.36639357,7,Jul,2024
11/24/2024,Dangote 42.5R Cement,Abuja,Wholesale,6532.77,200,0.51,1299890.57,1003556.28,296334.3,Cash,22.79686512,11,Nov,2024
4/4/2024,Dangote 3X Cement,Kano,Wholesale,6339.07,58,2.84,357224.34,273927.33,83297.02,Paid,23.31784559,4,Apr,2024
7/30/2024,Dangote Premium Cement,Ogun,Wholesale,6707.17,24,0.66,159909.66,119228.8,40680.86,Paid,25.4399015,7,Jul,2024
11/12/2024,Dangote 42.5R Cement,Abuja,Wholesale,5806.61,302,1.23,1732026.99,1215315.9,516711.08,Credit,29.83273835,11,Nov,2024
10/1/2024,Dangote Sulfate Resistant Cement,Lagos,Online,7313.16,365,1.29,2634869.39,2092010.39,542859,Pending,20.60288081,10,Oct,2024
2/24/2024,Dangote 3X Cement,Kano,Wholesale,5740.97,337,1.58,1904138.52,1488125.08,416013.44,Credit,21.8478559,2,Feb,2024
7/22/2024,Dangote 3X Cement,Rivers,Retail,5959,144,2.97,832610.55,601632.5,230978.05,Paid,27.74142725,7,Jul,2024
11/30/2024,Dangote 3X Cement,Lagos,Retail,5879.26,302,1.43,1750146.35,1336542.68,413603.67,Pending,23.63251907,11,Nov,2024
2/12/2024,Dangote 42.5R Cement,Abuja,Online,6584.38,309,2.93,1974960.42,1574801.79,400158.63,Paid,20.26160251,2,Feb,2024
4/27/2024,Dangote Premium Cement,Kano,Retail,6271.1,493,0.22,3084850.66,2444924.56,639926.11,Paid,20.744152,4,Apr,2024
4/1/2024,Dangote Sulfate Resistant Cement,Lagos,Wholesale,7087.04,405,2.46,2799643.02,2189573.48,610069.54,Paid,21.79097605,4,Apr,2024
6/2/2024,Dangote Premium Cement,Kano,Wholesale,6566.7,454,1.17,2946400.8,2326632.99,619767.82,Credit,21.03474246,6,Jun,2024
7/15/2024,Dangote Premium Cement,Lagos,Online,6745.46,197,0.16,1326729.45,986700.4,340029.05,Paid,25.62911753,7,Jul,2024
6/23/2024,Dangote 42.5R Cement,Rivers,Wholesale,6434.12,421,2.98,2628043.34,1968563.05,659480.29,Credit,25.09396554,6,Jun,2024
10/10/2024,Dangote 42.5R Cement,Abuja,Wholesale,6479.69,358,1.14,2293284.11,1782378.8,510905.31,Credit,22.27832599,10,Oct,2024
5/6/2024,Dangote 3X Cement,Lagos,Retail,5654.22,384,2.35,2120196.8,1516847.5,603349.3,Cash,28.45723095,5,May,2024
6/11/2024,Dangote Sulfate Resistant Cement,Lagos,Wholesale,6505.2,177,1.33,1136106.51,881771.63,254334.88,Paid,22.38653487,6,Jun,2024
3/8/2024,Dangote 3X Cement,Ogun,Retail,5948.84,304,1.54,1780597.27,1264810.4,515786.87,Paid,28.9670707,3,Mar,2024
6/30/2024,Dangote 3X Cement,Kano,Online,6284.44,462,1.16,2869731.71,2092564.56,777167.15,Cash,27.08152638,6,Jun,2024
2/13/2024,Dangote Premium Cement,Kano,Online,6169.58,214,0.51,1313556.64,954813.68,358742.96,Credit,27.31081014,2,Feb,2024
9/9/2024,Dangote Premium Cement,Lagos,Wholesale,6434.68,235,0.9,1498540.45,1166264.08,332276.38,Credit,22.17333406,9,Sep,2024
5/8/2024,Dangote Premium Cement,Abuja,Online,6616.67,254,0.32,1675256.15,1223717.32,451538.83,Cash,26.95342023,5,May,2024
6/19/2024,Dangote 42.5R Cement,Rivers,Retail,6134.74,437,2.47,2614663.61,2000488.77,614174.84,Pending,23.48963123,6,Jun,2024
6/2/2024,Dangote Sulfate Resistant Cement,Kano,Online,6700.85,180,0.53,1199760.39,887611.48,312148.91,Credit,26.01760423,6,Jun,2024
5/29/2024,Dangote 42.5R Cement,Kano,Wholesale,6125.89,163,2.45,974056.33,720113.52,253942.8,Paid,26.0706483,5,May,2024
10/15/2024,Dangote Premium Cement,Kano,Online,6179.93,413,1.65,2510197.96,1996361.59,513836.36,Cash,20.46995369,10,Oct,2024
12/28/2024,Dangote Premium Cement,Abuja,Retail,6831.28,55,2.46,366477.68,285693.42,80784.26,Cash,22.04343249,12,Dec,2024
12/10/2024,Dangote 42.5R Cement,Ogun,Online,6102.83,149,1.98,891317.1,687672.21,203644.89,Cash,22.84763638,12,Dec,2024
2/7/2024,Dangote 42.5R Cement,Kano,Retail,6382.24,293,1.52,1841572.38,1458597.55,382974.83,Cash,20.79607808,2,Feb,2024
10/5/2024,Dangote 3X Cement,Rivers,Online,6395.5,294,1.78,1846808.07,1461638.01,385170.06,Paid,20.85598749,10,Oct,2024
5/7/2024,Dangote Sulfate Resistant Cement,Ogun,Online,7112.68,308,2.95,2126079.63,1632291.66,493787.97,Cash,23.22528108,5,May,2024
6/18/2024,Dangote 42.5R Cement,Lagos,Wholesale,5898.61,133,1.53,772512.05,580836.19,191675.86,Pending,24.81202203,6,Jun,2024
8/16/2024,Dangote Sulfate Resistant Cement,Abuja,Retail,7272.34,321,2.07,2286098.62,1634730.81,651367.81,Paid,28.49255077,8,Aug,2024
9/4/2024,Dangote 3X Cement,Rivers,Retail,6420.55,63,0.35,403078.92,320071.92,83007,Pending,20.59323767,9,Sep,2024
6/27/2024,Dangote Sulfate Resistant Cement,Rivers,Retail,7284.27,286,1.45,2053093.35,1534925.96,518167.39,Cash,25.23837457,6,Jun,2024
12/22/2024,Dangote 42.5R Cement,Rivers,Wholesale,6100.26,434,2.13,2591120.82,1819636.65,771484.17,Credit,29.77414886,12,Dec,2024
11/27/2024,Dangote 3X Cement,Ogun,Online,5743.91,109,1.66,615693.16,451364.02,164329.14,Cash,26.69010323,11,Nov,2024
8/24/2024,Dangote Premium Cement,Abuja,Online,6184.45,347,1.97,2103727.87,1555829.28,547898.59,Pending,26.04417605,8,Aug,2024
8/18/2024,Dangote 42.5R Cement,Abuja,Wholesale,6504.74,125,0.84,806262.52,621125.28,185137.25,Paid,22.96240311,8,Aug,2024
10/22/2024,Dangote 3X Cement,Kano,Wholesale,5865.79,120,1.37,694251.44,504189.93,190061.51,Cash,27.37646608,10,Oct,2024
9/27/2024,Dangote Sulfate Resistant Cement,Kano,Retail,7111.31,320,0.34,2267882.09,1667343.5,600538.6,Cash,26.48015091,9,Sep,2024
11/12/2024,Dangote Premium Cement,Rivers,Online,6590.17,364,0.4,2389226.59,1700618.43,688608.16,Credit,28.82138358,11,Nov,2024
2/29/2024,Dangote Premium Cement,Rivers,Online,6141.36,218,1.25,1322081.27,943684.07,378397.2,Cash,28.62132674,2,Feb,2024
8/4/2024,Dangote Premium Cement,Abuja,Online,6537.38,490,1.94,3141171.87,2512905.94,628265.93,Pending,20.00100459,8,Aug,2024
9/7/2024,Dangote Sulfate Resistant Cement,Ogun,Wholesale,6814.58,250,1.86,1671957.2,1315081.65,356875.55,Paid,21.34477784,9,Sep,2024
9/5/2024,Dangote Premium Cement,Ogun,Retail,6963.83,278,1.96,1898000.22,1406253.86,491746.36,Cash,25.90865664,9,Sep,2024
7/31/2024,Dangote 42.5R Cement,Abuja,Wholesale,5882.67,35,2.39,200972.6,145112.86,55859.74,Paid,27.79470435,7,Jul,2024
5/20/2024,Dangote Premium Cement,Kano,Retail,6168.21,254,1.7,1540091.01,1197043.07,343047.94,Cash,22.27452389,5,May,2024
10/8/2024,Dangote 3X Cement,Kano,Wholesale,5767.89,298,2.47,1676376.09,1234963.09,441413,Paid,26.33138248,10,Oct,2024
8/13/2024,Dangote Premium Cement,Abuja,Wholesale,6735.99,354,2.25,2330888.3,1701014.44,629873.86,Paid,27.02291054,8,Aug,2024
8/18/2024,Dangote Sulfate Resistant Cement,Rivers,Wholesale,6939.07,80,2.33,542191.17,392380.83,149810.35,Credit,27.63054035,8,Aug,2024
12/29/2024,Dangote 42.5R Cement,Ogun,Online,5939.23,125,2.44,724289.1,565339.55,158949.55,Credit,21.94559465,12,Dec,2024
9/29/2024,Dangote Sulfate Resistant Cement,Kano,Online,6668.38,380,0.88,2511685.34,1902032.89,609652.45,Paid,24.27264436,9,Sep,2024
3/10/2024,Dangote 42.5R Cement,Lagos,Retail,6667.05,84,2.1,548271.52,391065.13,157206.4,Pending,28.67309249,3,Mar,2024
12/30/2024,Dangote Sulfate Resistant Cement,Ogun,Online,6892.7,92,1.73,623157.98,452955.91,170202.07,Cash,27.31282844,12,Dec,2024
7/11/2024,Dangote 42.5R Cement,Lagos,Online,6594.6,413,0.28,2715943.8,2041198.38,674745.42,Credit,24.84386533,7,Jul,2024
12/21/2024,Dangote Sulfate Resistant Cement,Abuja,Retail,6827.29,21,2.61,139631.05,109570.82,30060.23,Paid,21.52832769,12,Dec,2024
8/22/2024,Dangote Sulfate Resistant Cement,Lagos,Online,6897.72,239,2.47,1607835.77,1205027.08,402808.69,Credit,25.05285039,8,Aug,2024
5/25/2024,Dangote Sulfate Resistant Cement,Kano,Online,6630.59,456,1.46,2979405.22,2187997.62,791407.61,Paid,26.562604,5,May,2024
1/24/2024,Dangote 3X Cement,Abuja,Wholesale,5624.24,459,0.47,2569392.99,1915872.54,653520.45,Cash,25.43481875,1,Jan,2024
4/13/2024,Dangote Premium Cement,Rivers,Wholesale,6874.42,468,0.82,3190847.29,2442462.12,748385.16,Credit,23.45412024,4,Apr,2024
2/12/2024,Dangote Sulfate Resistant Cement,Ogun,Wholesale,6896.34,176,2.18,1187295.96,920775.58,266520.38,Cash,22.4476785,2,Feb,2024
12/1/2024,Dangote 3X Cement,Lagos,Wholesale,5713.42,59,0.4,335743.41,242614.6,93128.81,Cash,27.73809023,12,Dec,2024
1/5/2024,Dangote 3X Cement,Rivers,Wholesale,6488.15,236,2.08,1499354.37,1121172.25,378182.12,Pending,25.22299782,1,Jan,2024
7/15/2024,Dangote 3X Cement,Lagos,Wholesale,5813.35,471,0.9,2713445.06,2003260.8,710184.26,Pending,26.17278936,7,Jul,2024
11/24/2024,Dangote Premium Cement,Lagos,Online,6563.29,332,1.95,2136521.54,1589593.27,546928.27,Pending,25.59900566,11,Nov,2024
11/17/2024,Dangote Premium Cement,Abuja,Online,6686.57,460,0.65,3055829.36,2413064.05,642765.3,Pending,21.03407044,11,Nov,2024
3/4/2024,Dangote 42.5R Cement,Rivers,Retail,6114.5,91,0.74,552302,422213.92,130088.08,Pending,23.55379484,3,Mar,2024
10/10/2024,Dangote Sulfate Resistant Cement,Lagos,Online,7375.83,125,1.55,907688.08,681630.41,226057.67,Cash,24.90477456,10,Oct,2024
5/31/2024,Dangote 3X Cement,Ogun,Retail,5885.89,143,1.5,829057.04,629580.09,199476.95,Paid,24.06070275,5,May,2024
7/3/2024,Dangote Sulfate Resistant Cement,Ogun,Retail,7360.81,311,1.26,2260367.84,1705754.09,554613.75,Pending,24.53643784,7,Jul,2024
8/29/2024,Dangote 3X Cement,Lagos,Online,5567.53,154,0.65,851826.52,674866.32,176960.21,Cash,20.77420764,8,Aug,2024
9/16/2024,Dangote Sulfate Resistant Cement,Kano,Retail,6923.58,225,0.25,1553910.99,1171115.09,382795.9,Pending,24.6343518,9,Sep,2024
5/22/2024,Dangote 3X Cement,Rivers,Wholesale,6011.3,124,2.92,723635.48,517788.48,205847,Credit,28.4462282,5,May,2024
7/19/2024,Dangote 3X Cement,Rivers,Online,5937.49,453,0.72,2670317.25,1934505.93,735811.33,Cash,27.55520266,7,Jul,2024
2/29/2024,Dangote 42.5R Cement,Kano,Online,5855.03,361,2.23,2066531.08,1599631.07,466900.01,Paid,22.59341824,2,Feb,2024
1/7/2024,Dangote Premium Cement,Lagos,Wholesale,6496.41,197,1.57,1259700.02,980422.9,279277.12,Credit,22.17012904,1,Jan,2024
3/26/2024,Dangote Sulfate Resistant Cement,Ogun,Online,7281.12,157,2.2,1117986.85,795789.38,322197.47,Paid,28.81943289,3,Mar,2024
6/20/2024,Dangote 42.5R Cement,Rivers,Online,5863.87,384,2.93,2185750.51,1667188.37,518562.13,Cash,23.72467158,6,Jun,2024
8/21/2024,Dangote Sulfate Resistant Cement,Lagos,Retail,7359.36,105,1.1,764232.74,554459.72,209773.02,Paid,27.44883973,8,Aug,2024
10/20/2024,Dangote 3X Cement,Ogun,Online,6008.82,42,2.58,245859.28,172403.61,73455.67,Paid,29.87711914,10,Oct,2024
8/29/2024,Dangote Sulfate Resistant Cement,Abuja,Wholesale,6678.96,459,0.11,3062270.43,2389524.98,672745.45,Cash,21.96884519,8,Aug,2024
4/24/2024,Dangote Sulfate Resistant Cement,Ogun,Retail,7415.85,183,0.81,1346108.04,952760.07,393347.97,Credit,29.22112923,4,Apr,2024
3/2/2024,Dangote 3X Cement,Ogun,Wholesale,6304.34,43,2.86,263333.54,186148.54,77185,Cash,29.31073649,3,Mar,2024
5/24/2024,Dangote Sulfate Resistant Cement,Rivers,Wholesale,7053.09,24,1.11,167395.22,122057.81,45337.4,Credit,27.08404696,5,May,2024
11/14/2024,Dangote Premium Cement,Abuja,Retail,6591.69,272,2.99,1739330.78,1352483.78,386847,Pending,22.24114035,11,Nov,2024
3/18/2024,Dangote 3X Cement,Abuja,Wholesale,5733,197,1.91,1107829.44,852304.24,255525.2,Paid,23.06539173,3,Mar,2024
6/20/2024,Dangote 3X Cement,Abuja,Online,6227.22,73,0.62,451768.62,360652.12,91116.5,Cash,20.16884218,6,Jun,2024
9/8/2024,Dangote 3X Cement,Ogun,Online,5779.83,42,2.76,236052.88,186417.75,49635.14,Cash,21.02712748,9,Sep,2024
12/24/2024,Dangote Sulfate Resistant Cement,Abuja,Online,6584.9,68,1.52,440967.05,336776.04,104191,Cash,23.62784249,12,Dec,2024
2/8/2024,Dangote 3X Cement,Abuja,Online,6464.22,141,0.88,903434.22,709278.41,194155.81,Cash,21.49086294,2,Feb,2024
12/24/2024,Dangote Sulfate Resistant Cement,Rivers,Retail,6771.96,58,2.83,381658.18,272355.55,109302.64,Paid,28.6388831,12,Dec,2024
3/20/2024,Dangote 3X Cement,Ogun,Retail,5966.06,228,0.36,1355364.74,997316.33,358048.4,Pending,26.41712518,3,Mar,2024
8/19/2024,Dangote Sulfate Resistant Cement,Abuja,Retail,7352.48,66,0.47,482982.94,371223.34,111759.6,Paid,23.13945085,8,Aug,2024
4/20/2024,Dangote Sulfate Resistant Cement,Ogun,Wholesale,7211.16,202,1.19,1439320.13,1014569.65,424750.48,Credit,29.51049396,4,Apr,2024
5/13/2024,Dangote Premium Cement,Lagos,Retail,6854.6,304,2.24,2037121.32,1476882.93,560238.38,Cash,27.5014735,5,May,2024
2/22/2024,Dangote Premium Cement,Lagos,Wholesale,6061.67,419,2.95,2464914.46,1757660.31,707254.15,Cash,28.69284762,2,Feb,2024
7/9/2024,Dangote 3X Cement,Kano,Online,5758.82,436,0.22,2505321.66,2003546.17,501775.49,Pending,20.0283859,7,Jul,2024
11/26/2024,Dangote 42.5R Cement,Ogun,Wholesale,6705.08,444,2.43,2904713.07,2068889.92,835823.15,Cash,28.77472335,11,Nov,2024
